tuned_gs0,tuned_ls0,runtime,Valid,Timestamp
16,2,0.006656,True,1630509522638
32,2,0.005184,True,1630509522638
512,2,0.00432,True,1630509522638
128,32,0.003936,True,1630509522638
512,512,0.004096,True,1630509522638
32,4,0.005312,True,1630509522638
32,32,0.00528,True,1630509522638
128,64,0.004096,True,1630509522638
1024,32,0.003712,True,1630509522638
1024,4,0.004096,True,1630509522638
256,256,0.004096,True,1630509522638
2,1,0.02848,True,1630509522638
1,1,0.036384,True,1630509522638
4,1,0.016384,True,1630509522638
8,2,0.01008,True,1630509522638
256,64,0.003808,True,1630509522638
128,1,0.004192,True,1630509522638
512,128,0.004096,True,1630509522638
256,2,0.004096,True,1630509522638
32,1,0.005504,True,1630509522638
16,16,0.007232,True,1630509523218
