tuned_gs0,tuned_ls0,runtime,Valid,Timestamp
16,4,0.006144,True,1630508566927
64,16,0.004352,True,1630508566927
1024,64,0.004096,True,1630508566927
512,4,0.004096,True,1630508566927
256,128,0.003968,True,1630508566927
1024,4,0.004064,True,1630508566927
128,32,0.004096,True,1630508566927
32,16,0.005504,True,1630508566927
256,2,0.004096,True,1630508566927
1024,512,0.004,True,1630508566927
256,32,0.004064,True,1630508566927
2,2,0.028608,True,1630508566927
64,32,0.004224,True,1630508566927
512,16,0.004064,True,1630508566927
1024,16,0.003488,True,1630508566927
256,1,0.004096,True,1630508566927
256,64,0.003808,True,1630508566927
1024,128,0.004096,True,1630508566927
32,8,0.004608,True,1630508566927
128,64,0.004096,True,1630508566927
