iteration,runner,timestamp,high-level hash,low-level hash,rewrite,error-level,runtime,min,max,std,executions 
0,executor,1668618082757,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,440939e7ec4205d1058dbf0dcc425e3ca180f81845e305caa769e0b340909a68,"[(id, 0)]",ExecutionSuccess,9.915,9.915,12.29,0.9173572041467816,5
1,executor,1668618085440,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,02315525ab4af5a76d3652d905817e4f4fc7c1a1fae127f3e1a9284aeb79616b,"[(id, 0)]",ExecutionSuccess,6.8,6.8,9.14,0.868236834049328,5
