iteration,runner,timestamp,high-level hash,low-level hash,rewrite,error-level,runtime,min,max,std,executions 
77,executor,1668618442400,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ede9a640d045f5779a31ac3e9ac135d59be6a05cd7ca539d4a8c60549d062af8,"[(id, 0)]",ExecutionSuccess,6.965,6.965,25.441,6.934159894320291,5
78,executor,1668618442771,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e8dcff03a15644e1a0366d742814c1efd662a4ed904d46b39732481510d1ba31,"[(id, 0)]",ExecutionSuccess,6.901,6.901,12.805,2.2252519318045767,5
79,executor,1668618443137,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,efbcbaac0ce0f73e5967cf9e84c77d95f31dd1482580a1a7ca1a95e63d6c2ad2,"[(id, 0)]",ExecutionSuccess,6.952,6.952,13.583,2.5498359633513683,5
80,executor,1668618443513,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,55937f9bb2bdba46c052fe4b28ce41a7c36d9e3293b2f7e98afd0ab2f951338f,"[(id, 0)]",ExecutionSuccess,6.866,6.866,14.401,2.876570346784518,5
81,executor,1668618444853,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2d32ee80464bddccf591c2ab8852bf46ac08c6e5b0a2c592bb5319637a7e00f5,"[(id, 0)]",ExecutionSuccess,6.975,6.975,8.932,0.7605099341888969,5
82,executor,1668618446135,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9ddabf995e8e0fee192bdd0f598431f1696cfbf517d672f4aec9d6d251b1f8a2,"[(id, 0)]",ExecutionSuccess,6.818,6.818,6.929,0.037475325215400306,5
83,executor,1668618447614,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b635c699d343bf5ae8623b8ff9368c5b0325f6bb35299ec23aa5260dce29956f,"[(id, 0)]",ExecutionSuccess,6.846,6.846,20.694,5.212594808730101,5
84,executor,1668618449062,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7c9c56d97de5c50b6066fbc95fefae97a3bc42ea4107256d4ed512b1d5f0f5c7,"[(id, 0)]",ExecutionSuccess,6.84,6.84,12.145,2.038337302803439,5
85,executor,1668618451264,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b5ca2b592143a9f95b00ecd4191b985912bac729e60fdfedbce8197d32ca6a31,"[(id, 0)]",ExecutionSuccess,6.827,6.827,10.361,1.3604247277964336,5
86,executor,1668618453393,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d9fe1d3dd1224c53e68f472aa6ca943fbdc991e8eedfa3dd06cfbcaa58ab4a68,"[(id, 0)]",ExecutionSuccess,6.886,6.886,7.256,0.13241510487855992,5
